order_number,order_date,customer_name,channel,product_name,quantity,unit_price,revenue,cost,state,state_name,us_region,lat,lon,budget
SO - 0002746,2017-05-25,Walgreen Corp,Distributor,Product 17,10,167.5,1675.0,82.075,NY,New York,Northeast,42.91002,-78.74182,2119616.824
SO - 0003425,2017-05-25,Jaxbean Group,Distributor,Product 19,12,737.0,8844.0,449.57,IL,Illinois,Midwest,42.10987,-87.94458,1645841.6
SO - 0006854,2017-05-25,Snaptags Ltd,Wholesale,Product 9,12,2405.3,28863.600000000002,1395.074,OH,Ohio,Midwest,40.79895,-81.37845,710415.405
SO - 0007035,2017-05-25,SUPERVALU Ltd,Wholesale,Product 1,11,2666.6,29332.6,1786.622,FL,Florida,South,26.46146,-80.07282,3016489.209
SO - 0008038,2017-05-25,GOOD Ltd,Wholesale,Product 4,5,1005.0,5025.0,452.25,MI,Michigan,Midwest,42.49698,-82.88881,2885560.824
SO - 0005140,2017-05-25,Holston Company,Distributor,Product 20,9,1125.6000000000001,10130.400000000001,506.5200000000001,LA,Louisiana,South,29.984090000000002,-90.15285,2067108.1199999999
SO - 0008230,2017-05-25,Eidel Corp,Distributor,Product 23,5,1072.0,5360.0,546.72,PA,Pennsylvania,Northeast,40.02991,-75.27897,1135815.7580000001
SO - 0010274,2017-05-25,Liberty Group,Wholesale,Product 14,5,1025.1000000000001,5125.500000000001,563.8050000000002,MN,Minnesota,Midwest,44.02163,-92.4699,4028698.4090000005
SO - 000386,2017-05-25,Liberty Group,Wholesale,Product 29,6,1025.1000000000001,6150.6,779.0760000000001,ID,Idaho,West,43.61211,-116.39151,594471.5700000001
SO - 000709,2017-05-25,Yodoo Ltd,Distributor,Product 19,9,3979.8,35818.200000000004,1989.9,CA,California,West,37.54827,-121.98857,1645841.6
SO - 0002448,2017-05-25,SAFEWAY Ltd,Distributor,Product 6,10,3953.0,39530.0,2569.4500000000003,NY,New York,Northeast,40.9126,-73.83708,1672229.416
SO - 0002635,2017-05-25,Thoughtmix Ltd,Wholesale,Product 29,12,1072.0,12864.0,525.28,FL,Florida,South,28.47689,-82.52546,594471.5700000001
SO - 0006571,2017-05-25,Eidel Corp,Distributor,Product 17,11,3973.1,43704.1,2423.591,AZ,Arizona,West,33.42227,-111.82264,2119616.824
SO - 0009673,2017-05-25,Zoomzone Corp,Wholesale,Product 28,12,730.3000000000001,8763.6,481.99800000000005,CA,California,West,32.79477,-116.96253,1003867.767
SO - 0008729,2017-05-25,SUPERVALU Ltd,Distributor,Product 3,9,3504.1,31536.899999999998,1997.3369999999998,CT,Connecticut,Northeast,41.18454,-73.13317,2642352.432
SO - 0009924,2017-05-25,Aibox Company,Wholesale,Product 12,10,2532.6,25326.0,1696.842,MI,Michigan,Midwest,42.58031,-83.0302,1356976.996
SO - 000107,2017-05-25,Snaptags Ltd,Distributor,Product 22,10,1192.6000000000001,11926.000000000002,536.6700000000001,CA,California,West,33.77974,-116.46529,663601.902
SO - 000390,2017-05-25,Voolith Ltd,Distributor,Product 26,5,1721.9,8609.5,1377.5200000000002,NY,New York,Northeast,43.15478,-77.61556,5685138.2700000005
SO - 0002253,2017-05-25,Rochester Group,Export,Product 19,9,991.6,8924.4,803.196,CA,California,West,38.02798,-121.88468,1645841.6
SO - 0006118,2017-05-25,Skiptube Ltd,Distributor,Product 4,6,2485.7000000000003,14914.2,1292.564,IL,Illinois,Midwest,41.94563,-88.08462,2885560.824
SO - 0007909,2017-05-25,Unit Ltd,Export,Product 22,11,207.70000000000002,2284.7000000000003,176.54500000000002,MN,Minnesota,Midwest,44.9133,-93.50329,663601.902
SO - 0008940,2017-05-25,Arbor Company,Distributor,Product 26,6,2278.0,13668.0,1321.24,IN,Indiana,Midwest,41.65183,-85.94312,5685138.2700000005
SO - 0001796,2017-05-25,Yodoo Ltd,Wholesale,Product 3,9,1721.9,15497.1,1360.3010000000002,VA,Virginia,South,36.85293,-75.97799,2642352.432
SO - 0002968,2017-05-25,Tekfly Group,Wholesale,Product 26,9,3912.8,35215.200000000004,3091.112,GA,Georgia,South,31.57851,-84.15574,5685138.2700000005
SO - 0003036,2017-05-25,Golden Corp,Distributor,Product 5,8,194.3,1554.4,104.92200000000001,TX,Texas,South,30.51457,-97.81922,3925424.5420000004
SO - 0003249,2017-05-25,Chatterpoi Corp,Wholesale,Product 26,11,2365.1,26016.1,993.3419999999999,NC,North Carolina,South,35.78088,-78.81327,5685138.2700000005
SO - 0003392,2017-05-25,Cadila Ltd,Wholesale,Product 26,12,3859.2000000000003,46310.4,1698.0480000000002,WA,Washington,West,47.48288,-122.21707,5685138.2700000005
SO - 0006424,2017-05-25,Vitz Company,Distributor,Product 22,10,1232.8,12328.0,862.9599999999999,UT,Utah,West,40.60967,-111.9391,663601.902
SO - 0006901,2017-05-25,Neutrogena Ltd,Distributor,Product 25,8,3242.8,25942.4,1426.832,IL,Illinois,Midwest,42.19779,-87.94553,5342315.484
SO - 0001298,2017-05-25,Avamba Company,Distributor,Product 6,12,951.4,11416.8,437.644,CA,California,West,38.54491,-121.74052,1672229.416
SO - 0001836,2017-05-25,Browsetype Corp,Export,Product 30,8,857.6,6860.8,626.048,IL,Illinois,Midwest,42.11043,-88.30135,1011609.684
SO - 0002115,2017-05-25,Voolith Ltd,Wholesale,Product 9,6,5701.7,34210.2,2907.8669999999997,PA,Pennsylvania,Northeast,40.15511,-74.82877,710415.405
SO - 0003531,2017-05-25,Linkbuzz Ltd,Wholesale,Product 6,11,1902.8,20930.8,1046.54,IL,Illinois,Midwest,42.24868,-89.07452,1672229.416
SO - 0003761,2017-05-25,SHISEIDO Ltd,Wholesale,Product 30,10,174.20000000000002,1742.0000000000002,116.71400000000001,ID,Idaho,West,43.46658,-112.03414,1011609.684
SO - 0006702,2017-05-25,Mylan Corp,Wholesale,Product 22,11,911.2,10023.2,601.392,TX,Texas,South,25.90175,-97.49748,663601.902
SO - 0001513,2017-05-26,Zoovu Corp,Wholesale,Product 25,7,1165.8,8160.599999999999,594.558,LA,Louisiana,South,30.22409,-92.01984,5342315.484
SO - 0002049,2017-05-26,Zoovu Corp,Wholesale,Product 2,10,2860.9,28609.0,1687.931,GA,Georgia,South,31.57851,-84.15574,3050087.565
SO - 0002249,2017-05-26,Mydo Corp,Distributor,Product 12,11,3752.0,41272.0,3001.6000000000004,TX,Texas,South,33.0379,-97.11287,1356976.996
SO - 0002300,2017-05-26,Voolith Ltd,Distributor,Product 26,11,971.5,10686.5,612.045,AZ,Arizona,West,33.44838,-112.07404,5685138.2700000005
SO - 0003121,2017-05-26,Mita Corp,Export,Product 12,6,1172.5,7035.0,656.6,FL,Florida,South,25.98731,-80.23227,1356976.996
SO - 0003623,2017-05-26,Nexus Group,Wholesale,Product 25,8,1125.6000000000001,9004.800000000001,799.176,IL,Illinois,Midwest,40.69365,-89.58899,5342315.484
SO - 0003811,2017-05-26,Nlounge Ltd,Distributor,Product 13,11,6150.6,67656.6,2890.782,IN,Indiana,Midwest,39.87632,-86.14291,3720639.645
SO - 0003948,2017-05-26,Eire Corp,Wholesale,Product 24,8,1025.1000000000001,8200.800000000001,697.0680000000001,MN,Minnesota,Midwest,44.80413,-93.16689,756557.97
SO - 0004256,2017-05-26,Walgreen Corp,Wholesale,Product 15,12,254.6,3055.2,162.944,FL,Florida,South,25.77427,-80.19366,3299478.315
SO - 0008014,2017-05-26,Oozz Group,Distributor,Product 4,9,4020.0,36180.0,2211.0,IL,Illinois,Midwest,42.08836,-87.98063,2885560.824
SO - 0001783,2017-05-26,Eire Corp,Wholesale,Product 4,7,5138.900000000001,35972.3,3956.9530000000004,CA,California,West,33.88946,-118.15979,2885560.824
SO - 0004098,2017-05-26,Gabvine Ltd,Wholesale,Product 3,10,1005.0,10050.0,723.6,MI,Michigan,Midwest,42.3242,-83.40021,2642352.432
SO - 0009665,2017-05-26,Aromaticos Company,Wholesale,Product 2,7,1172.5,8207.5,621.4250000000001,UT,Utah,West,40.2969,-111.69465,3050087.565
SO - 0008253,2017-05-26,Talane Group,Wholesale,Product 16,10,1105.5,11055.0,696.465,AR,Arkansas,South,35.8423,-90.70428,2062061.144
SO - 0009744,2017-05-26,General Company,Wholesale,Product 15,10,1105.5,11055.0,795.9599999999999,CA,California,West,32.79477,-116.96253,3299478.315
SO - 0008360,2017-05-26,Terumo Corp,Export,Product 25,8,6231.0,49848.0,3177.81,NC,North Carolina,South,35.98998,-79.99047,5342315.484
SO - 0001722,2017-05-26,Remedy Ltd,Wholesale,Product 19,6,3999.9,23999.4,3119.922,IN,Indiana,Midwest,40.48643,-86.1336,1645841.6
SO - 0005011,2017-05-26,Topiczoom Corp,Wholesale,Product 9,10,1005.0,10050.0,592.9499999999999,IL,Illinois,Midwest,41.93807,-87.8685,710415.405
SO - 0007761,2017-05-26,Yombu Corp,Distributor,Product 3,10,3859.2000000000003,38592.0,2585.664,OK,Oklahoma,South,36.12795,-95.90232,2642352.432
SO - 0001440,2017-05-26,NCS Group,Wholesale,Product 20,12,1882.7,22592.4,960.177,SC,South Carolina,South,34.85262,-82.39401,2067108.1199999999
SO - 0001963,2017-05-26,Bluezoom Group,Wholesale,Product 18,7,2003.3,14023.1,1482.442,CA,California,West,34.05223,-118.24368,2309499.045
SO - 0002305,2017-05-26,Rooxo Company,Distributor,Product 29,11,2633.1,28964.1,1737.846,FL,Florida,South,28.53834,-81.37924,594471.5700000001
SO - 0005464,2017-05-26,Aibox Company,Export,Product 3,8,6036.7,48293.6,3923.855,CA,California,West,37.87159,-122.27275,2642352.432
SO - 0008809,2017-05-26,Kazu Corp,Wholesale,Product 15,9,1125.6000000000001,10130.400000000001,596.5680000000001,MA,Massachusetts,Northeast,41.9001,-71.08977,3299478.315
SO - 0010171,2017-05-26,Voolia Ltd,Distributor,Product 26,5,2492.4,12462.0,1296.048,TX,Texas,South,30.51457,-97.81922,5685138.2700000005
SO - 0010560,2017-05-26,Aromaticos Company,Export,Product 16,6,2994.9,17969.4,2455.8179999999998,MD,Maryland,South,39.084,-77.15276,2062061.144
SO - 000358,2017-05-26,US Ltd,Wholesale,Product 19,5,3082.0,15410.0,1510.18,AL,Alabama,South,32.60986,-85.48078,1645841.6
SO - 0002851,2017-05-26,Meejo Corp,Export,Product 14,7,2485.7000000000003,17399.9,1466.563,OH,Ohio,Midwest,41.0991,-80.6459,4028698.4090000005
SO - 0003001,2017-05-26,Z.H.T. Group,Wholesale,Product 28,12,2418.7000000000003,29024.4,1427.0330000000001,CA,California,West,33.72224,-116.37446,1003867.767
SO - 0003999,2017-05-26,Remedy Ltd,Wholesale,Product 25,6,1159.1000000000001,6954.6,822.961,CA,California,West,33.89585,-118.22007,5342315.484
SO - 0004201,2017-05-26,Lazzy Group,Wholesale,Product 1,7,1293.1000000000001,9051.7,1086.2040000000002,TN,Tennessee,South,36.51989,-82.54464,3016489.209
SO - 0004958,2017-05-26,Avamba Company,Wholesale,Product 5,7,1038.5,7269.5,498.47999999999996,KY,Kentucky,South,38.0498,-84.45855,3925424.5420000004
SO - 0009641,2017-05-26,Lazzy Group,Distributor,Product 7,5,1038.5,5192.5,643.87,FL,Florida,South,28.08363,-80.60811,889737.555
SO - 0010545,2017-05-26,Wordpedia Ltd,Wholesale,Product 4,10,1092.1000000000001,10921.000000000002,502.3660000000001,NY,New York,Northeast,40.78121,-73.24623,2885560.824
SO - 0010190,2017-05-26,Kazu Corp,Wholesale,Product 6,9,1762.1000000000001,15858.900000000001,1145.3650000000002,MD,Maryland,South,39.25066,-76.52052,1672229.416
SO - 0001453,2017-05-26,Divanoodle Ltd,Wholesale,Product 15,9,3906.1,35154.9,2929.575,IL,Illinois,Midwest,42.11125,-88.0644,3299478.315
SO - 0002294,2017-05-26,US Ltd,Distributor,Product 14,11,1098.8,12086.8,439.52,MI,Michigan,Midwest,42.49982,-83.00549,4028698.4090000005
SO - 0003310,2017-05-26,General Company,Distributor,Product 26,10,1038.5,10385.0,529.635,VA,Virginia,South,38.44957,-78.86892,5685138.2700000005
SO - 0010119,2017-05-26,Divanoodle Ltd,Distributor,Product 23,8,1862.6000000000001,14900.800000000001,745.0400000000001,TX,Texas,South,33.15543,-96.8226,1135815.7580000001
SO - 0010130,2017-05-26,Browsetype Corp,Wholesale,Product 26,9,180.9,1628.1000000000001,103.113,TX,Texas,South,29.55576,-95.32307,5685138.2700000005
SO - 0005863,2017-05-27,Zoonder Group,Distributor,Product 26,10,1795.6000000000001,17956.0,1059.404,CT,Connecticut,Northeast,41.5585,-73.03668,5685138.2700000005
SO - 0006294,2017-05-27,Browsetype Corp,Wholesale,Product 26,6,1943.0,11658.0,1165.8,CA,California,West,37.87159,-122.27275,5685138.2700000005
SO - 0007858,2017-05-27,Gigabox Group,Distributor,Product 25,8,1172.5,9380.0,867.65,MD,Maryland,South,38.94278,-76.73028,5342315.484
SO - 0010592,2017-05-27,Realbuzz Ltd,Wholesale,Product 5,5,1112.2,5561.0,633.954,CA,California,West,33.72224,-116.37446,3925424.5420000004
SO - 0010262,2017-05-27,Deseret Group,Wholesale,Product 25,6,5118.8,30712.800000000003,2303.46,UT,Utah,West,40.59161,-111.8841,5342315.484
SO - 0009543,2017-05-27,CLINIQUE Ltd,Distributor,Product 5,12,3544.3,42531.600000000006,2020.251,CA,California,West,32.83838,-116.97392,3925424.5420000004
SO - 000515,2017-05-27,Browsebug Company,Wholesale,Product 25,7,1829.1000000000001,12803.7,1463.2800000000002,WA,Washington,West,47.17176,-122.51846,5342315.484
SO - 0001117,2017-05-27,Tagfeed Ltd,Wholesale,Product 10,12,3953.0,47436.0,2964.75,NJ,New Jersey,Northeast,40.73566,-74.17237,864331.624
SO - 0002974,2017-05-27,Actavis Company,Wholesale,Product 6,8,1695.1000000000001,13560.800000000001,1186.57,CT,Connecticut,Northeast,41.76204,-72.74204,1672229.416
SO - 0003018,2017-05-27,Feednation Corp,Distributor,Product 28,6,1025.1000000000001,6150.6,758.5740000000001,IL,Illinois,Midwest,41.74917,-88.16202,1003867.767
SO - 0003876,2017-05-27,Johnson Ltd,Distributor,Product 23,8,1159.1000000000001,9272.800000000001,544.777,NY,New York,Northeast,42.74333,-73.7856,1135815.7580000001
SO - 0005082,2017-05-27,Talane Group,Export,Product 6,5,3899.4,19497.0,3197.508,CA,California,West,34.1975,-119.17705,1672229.416
SO - 0005209,2017-05-27,Chatterbri Ltd,Wholesale,Product 23,6,221.1,1326.6,163.614,TX,Texas,South,32.78152,-97.34675,1135815.7580000001
SO - 0006509,2017-05-27,Tekfly Group,Export,Product 15,6,783.9,4703.4,572.247,AZ,Arizona,West,32.72532,-114.6244,3299478.315
SO - 0006937,2017-05-27,Trunyx Ltd,Export,Product 25,7,1085.4,7597.800000000001,792.3420000000001,TX,Texas,South,26.20341,-98.23001,5342315.484
SO - 0007010,2017-05-27,Pacific Ltd,Wholesale,Product 18,7,1031.8,7222.599999999999,577.808,AZ,Arizona,West,34.4839,-114.32245,2309499.045
SO - 0008943,2017-05-27,Nexus Group,Distributor,Product 15,9,227.8,2050.2000000000003,184.51800000000003,IL,Illinois,Midwest,41.59625,-88.08915,3299478.315
SO - 0008670,2017-05-27,Dazzlesphe Corp,Wholesale,Product 5,7,737.0,5159.0,390.61,CA,California,West,37.70583,-122.46194,3925424.5420000004
SO - 0008798,2017-05-27,Blogtags Ltd,Distributor,Product 5,8,5125.5,41004.0,2408.9849999999997,CA,California,West,33.88168,-118.11701,3925424.5420000004
SO - 000530,2017-05-27,State Ltd,Distributor,Product 13,6,1681.7,10090.2,1126.739,CA,California,West,38.4088,-121.37162,3720639.645
SO - 0004789,2017-05-27,SUPERVALU Ltd,Distributor,Product 3,6,2773.8,16642.800000000003,1692.018,AZ,Arizona,West,33.7862,-112.30801,2642352.432
SO - 0005802,2017-05-27,Aveda Group,Export,Product 21,7,971.5,6800.5,573.185,CO,Colorado,West,39.57916,-104.87692,959899.2180000001
SO - 0006127,2017-05-27,SAFEWAY Ltd,Wholesale,Product 13,12,1132.3,13587.599999999999,611.442,TX,Texas,South,30.07994,-95.41716,3720639.645
SO - 0006872,2017-05-27,Golden Corp,Distributor,Product 18,8,2291.4,18331.2,1718.5500000000002,NC,North Carolina,South,35.41069,-80.84285,2309499.045
SO - 0009411,2017-05-27,SAFEWAY Ltd,Distributor,Product 3,7,1118.9,7832.300000000001,749.6630000000001,TX,Texas,South,33.05077,-96.74794,2642352.432
SO - 0010040,2017-05-27,Roberts Company,Wholesale,Product 16,8,5152.3,41218.4,2524.627,TX,Texas,South,29.55576,-95.32307,2062061.144
SO - 0010675,2017-05-27,Omba Group,Wholesale,Product 13,10,924.6,9246.0,499.28400000000005,CA,California,West,33.90224,-118.08173,3720639.645
SO - 000103,2017-05-27,Amerisourc Corp,Export,Product 14,10,1775.5,17755.0,781.22,IN,Indiana,Midwest,40.42871,-86.85277,4028698.4090000005
SO - 0001263,2017-05-27,Skidoo Company,Wholesale,Product 15,12,1072.0,12864.0,514.56,FL,Florida,South,26.25175,-80.17894,3299478.315
SO - 0002989,2017-05-27,Realbridge Corp,Wholesale,Product 3,6,951.4,5708.4,418.616,MA,Massachusetts,Northeast,42.08343,-71.01838,2642352.432
SO - 0003785,2017-05-27,Arbor Company,Distributor,Product 15,12,1815.7,21788.4,1143.891,CO,Colorado,West,39.688,-104.68974,3299478.315
SO - 0004383,2017-05-27,Aibox Company,Wholesale,Product 17,9,3577.8,32200.2,2003.5680000000002,KS,Kansas,Midwest,37.69224,-97.33754,2119616.824
SO - 0004663,2017-05-27,Remedy Ltd,Wholesale,Product 18,8,1065.3,8522.4,777.669,IN,Indiana,Midwest,40.48643,-86.1336,2309499.045
SO - 0004692,2017-05-27,Skyvu Group,Wholesale,Product 24,11,1721.9,18940.9,843.731,CA,California,West,33.84918,-118.38841,756557.97
SO - 0005231,2017-05-27,CARDINAL Group,Wholesale,Product 15,11,3852.5,42377.5,1926.25,TX,Texas,South,32.79333,-96.76651,3299478.315
SO - 0006869,2017-05-27,BTA Corp,Distributor,Product 20,6,5299.7,31798.199999999997,2172.877,CT,Connecticut,Northeast,41.27212,-72.9675,2067108.1199999999
SO - 000196,2017-05-27,SEINDNI Corp,Export,Product 28,9,187.6,1688.3999999999999,144.452,IL,Illinois,Midwest,41.94563,-88.08462,1003867.767
SO - 0001440,2017-05-27,NCS Group,Wholesale,Product 20,12,1882.7,22592.4,960.177,CT,Connecticut,Northeast,41.76371,-72.68509,2067108.1199999999
SO - 0002700,2017-05-27,Terumo Corp,Export,Product 13,12,2345.0,28140.0,1289.75,IL,Illinois,Midwest,42.3748,-87.84882,3720639.645
SO - 0002801,2017-05-27,Walgreen Corp,Distributor,Product 29,6,1031.8,6190.799999999999,412.72,CA,California,West,37.48522,-122.23635,594471.5700000001
SO - 0004222,2017-05-27,WOCKHARDT Group,Wholesale,Product 9,11,5795.5,63750.5,3709.12,AR,Arkansas,South,34.76954,-92.26709,710415.405
SO - 0005851,2017-05-27,Zoomdog Corp,Wholesale,Product 20,9,1092.1000000000001,9828.900000000001,917.364,OR,Oregon,West,44.05817,-121.31531,2067108.1199999999
SO - 0007046,2017-05-27,Safecor Corp,Distributor,Product 22,12,804.0,9648.0,538.6800000000001,PA,Pennsylvania,Northeast,40.60843,-75.49018,663601.902
SO - 0007137,2017-05-27,Twimbo Company,Wholesale,Product 15,7,1782.2,12475.4,1497.048,CT,Connecticut,Northeast,41.20569,-73.12799,3299478.315
SO - 0007650,2017-05-27,Oba Company,Wholesale,Product 2,11,5239.400000000001,57633.40000000001,3824.762,IL,Illinois,Midwest,41.5177,-88.14885,3050087.565
SO - 0009358,2017-05-27,Fivechat Company,Wholesale,Product 25,6,891.1,5346.6,605.9480000000001,NC,North Carolina,South,36.09986,-80.24422,5342315.484
SO - 0001329,2017-05-27,SEINDNI Corp,Wholesale,Product 5,5,3932.9,19664.5,1691.147,CO,Colorado,West,38.25445,-104.60914,3925424.5420000004
SO - 0001729,2017-05-27,Realbuzz Ltd,Wholesale,Product 27,5,850.9,4254.5,485.0129999999999,CT,Connecticut,Northeast,41.5585,-73.03668,964940.2310000001
SO - 0002031,2017-05-27,Thoughtmix Ltd,Wholesale,Product 13,11,5299.7,58296.7,4186.763,TX,Texas,South,32.68695,-97.0211,3720639.645
SO - 0002338,2017-05-27,Lazzy Group,Wholesale,Product 5,11,254.6,2800.6,178.22,CA,California,West,34.13612,-117.86534,3925424.5420000004
SO - 0004095,2017-05-27,Internatio Company,Wholesale,Product 16,7,4013.3,28093.100000000002,3210.6400000000003,NY,New York,Northeast,43.25035,-77.70052,2062061.144
SO - 0004234,2017-05-27,Jabbercube Corp,Wholesale,Product 5,6,1996.6000000000001,11979.6,1257.8580000000002,NC,North Carolina,South,36.07264,-79.79198,3925424.5420000004
SO - 0005292,2017-05-27,Pacific Ltd,Distributor,Product 14,6,1092.1000000000001,6552.6,753.5490000000001,CT,Connecticut,Northeast,41.22509,-73.06111,4028698.4090000005
SO - 0006791,2017-05-27,Flipbug Ltd,Distributor,Product 25,9,5380.1,48420.9,3604.6670000000004,MI,Michigan,Midwest,42.48948,-83.14465,5342315.484
SO - 0006935,2017-05-27,Rooxo Company,Wholesale,Product 24,7,6492.3,45446.1,4869.225,MI,Michigan,Midwest,42.24087,-83.26965,756557.97
SO - 0007200,2017-05-27,Browsetype Corp,Distributor,Product 26,5,254.6,1273.0,175.67399999999998,CA,California,West,33.74557,-117.86783,5685138.2700000005
SO - 0009901,2017-05-27,Oozz Group,Distributor,Product 16,10,1983.2,19832.0,1269.248,MI,Michigan,Midwest,42.91336,-85.70531,2062061.144
SO - 0008957,2017-05-27,Trunyx Ltd,Wholesale,Product 11,12,958.1,11497.2,440.72600000000006,AZ,Arizona,West,33.1911,-111.528,1230458.484
SO - 0008321,2017-05-27,True Ltd,Export,Product 1,6,1788.9,10733.400000000001,1216.4520000000002,CA,California,West,33.931960000000004,-117.94617,3016489.209
SO - 0008647,2017-05-27,ALK-Abello Ltd,Distributor,Product 2,10,3303.1,33031.0,2312.1699999999996,MA,Massachusetts,Northeast,42.7762,-71.07728,3050087.565
SO - 0001244,2017-05-28,True Ltd,Wholesale,Product 15,12,924.6,11095.2,591.744,CA,California,West,37.38605,-122.08385,3299478.315
SO - 0002236,2017-05-28,Cadila Ltd,Export,Product 7,8,2405.3,19242.4,1154.544,TX,Texas,South,33.0379,-97.11287,889737.555
SO - 0002941,2017-05-28,WOCKHARDT Group,Wholesale,Product 13,11,1065.3,11718.3,500.691,MD,Maryland,South,39.26733,-76.79831,3720639.645
SO - 0004926,2017-05-28,Valeant Corp,Export,Product 5,8,3872.6,30980.8,1858.848,IA,Iowa,Midwest,42.49567,-96.39053,3925424.5420000004
SO - 0006075,2017-05-28,Twimbo Company,Wholesale,Product 25,12,207.70000000000002,2492.4,85.157,CT,Connecticut,Northeast,41.310810000000004,-72.92495,5342315.484
SO - 0006127,2017-05-28,SAFEWAY Ltd,Wholesale,Product 13,12,1132.3,13587.599999999999,611.442,TX,Texas,South,26.19063,-97.6961,3720639.645
SO - 0008745,2017-05-28,Oozz Group,Wholesale,Product 26,6,931.3000000000001,5587.8,447.024,MI,Michigan,Midwest,42.71434,-84.55928,5685138.2700000005
SO - 0010095,2017-05-28,WOONSOCKET Corp,Wholesale,Product 4,12,3624.7000000000003,43496.4,2646.031,IL,Illinois,Midwest,41.68366,-88.08834,2885560.824
SO - 0001658,2017-05-28,Fatz Group,Distributor,Product 19,12,1755.4,21064.800000000003,965.4700000000001,CA,California,West,33.77391,-117.94145,1645841.6
SO - 0004257,2017-05-28,Aibox Company,Wholesale,Product 6,8,2559.4,20475.2,2098.708,TN,Tennessee,South,36.34233,-82.38091,1672229.416
SO - 0004582,2017-05-28,Pixoboo Corp,Distributor,Product 26,9,2485.7000000000003,22371.300000000003,1093.708,MI,Michigan,Midwest,42.63892,-83.29105,5685138.2700000005
SO - 0005579,2017-05-28,Natures Group,Distributor,Product 14,7,1058.6000000000001,7410.200000000001,899.8100000000001,WA,Washington,West,46.21125,-119.13723,4028698.4090000005
SO - 0010112,2017-05-28,US Ltd,Distributor,Product 17,11,5480.6,60286.600000000006,3288.36,WI,Wisconsin,Midwest,42.72613,-87.78285,2119616.824
SO - 0010226,2017-05-28,True Ltd,Export,Product 1,10,5581.1,55811.0,3069.6050000000005,NJ,New Jersey,Northeast,39.48623,-75.02573,3016489.209
SO - 0003122,2017-05-28,Eire Corp,Wholesale,Product 22,9,1983.2,17848.8,1685.72,MD,Maryland,South,39.41427,-77.41054,663601.902
SO - 0003806,2017-05-28,Deseret Group,Wholesale,Product 13,8,924.6,7396.8,369.84000000000003,MN,Minnesota,Midwest,44.64969,-93.24272,3720639.645
SO - 0004865,2017-05-28,Golden Corp,Distributor,Product 23,8,234.5,1876.0,180.565,KS,Kansas,Midwest,39.11417,-94.62746,1135815.7580000001
SO - 0005533,2017-05-28,American Corp,Distributor,Product 1,6,3959.7000000000003,23758.2,2930.1780000000003,TX,Texas,South,33.0379,-97.11287,3016489.209
SO - 0008829,2017-05-28,Aveda Group,Wholesale,Product 14,10,5406.900000000001,54069.00000000001,4055.175,CA,California,West,33.74752,-116.97197,4028698.4090000005
SO - 0008812,2017-05-28,Skippad Ltd,Wholesale,Product 12,7,891.1,6237.7,543.571,CA,California,West,33.74585,-117.82617,1356976.996
SO - 0009623,2017-05-28,GOOD Ltd,Wholesale,Product 5,12,5293.0,63516.0,3228.73,LA,Louisiana,South,30.22409,-92.01984,3925424.5420000004
SO - 0010578,2017-05-28,Aldi Ltd,Wholesale,Product 22,7,1125.6000000000001,7879.200000000001,596.5680000000001,OR,Oregon,West,44.56457,-123.26204,663601.902
SO - 0001031,2017-05-28,Jaxbean Group,Distributor,Product 14,11,998.3000000000001,10981.300000000001,788.657,MN,Minnesota,Midwest,44.80413,-93.16689,4028698.4090000005
SO - 0002518,2017-05-28,Topco Company,Distributor,Product 26,7,991.6,6941.2,763.532,VA,Virginia,South,36.84681,-76.28522,5685138.2700000005
SO - 0003381,2017-05-28,Voolia Ltd,Wholesale,Product 19,11,1025.1000000000001,11276.100000000002,727.821,MN,Minnesota,Midwest,45.09413,-93.35634,1645841.6
SO - 0003471,2017-05-28,Nlounge Ltd,Wholesale,Product 15,5,1051.9,5259.5,462.83600000000007,SC,South Carolina,South,34.0291,-80.89804,3299478.315
SO - 0006087,2017-05-28,Avavee Group,Wholesale,Product 18,5,4020.0,20100.0,2170.8,VA,Virginia,South,38.63706,-77.31109,2309499.045
SO - 0007180,2017-05-28,Cantrell Company,Wholesale,Product 20,7,1051.9,7363.300000000001,841.5200000000001,WI,Wisconsin,Midwest,42.72613,-87.78285,2067108.1199999999
SO - 0009307,2017-05-28,Zooxo Ltd,Wholesale,Product 26,9,254.6,2291.4,188.404,NJ,New Jersey,Northeast,40.0908,-74.36126,5685138.2700000005
SO - 0006107,2017-05-28,Skiptube Ltd,Wholesale,Product 27,7,5326.5,37285.5,3036.1049999999996,CT,Connecticut,Northeast,41.77524,-72.52443,964940.2310000001
SO - 0006325,2017-05-28,Realbuzz Ltd,Export,Product 28,5,1963.1000000000001,9815.5,1138.598,AZ,Arizona,West,33.35283,-111.78903,1003867.767
SO - 0007779,2017-05-28,Divanoodle Ltd,Export,Product 26,9,3912.8,35215.200000000004,3012.856,CA,California,West,37.87159,-122.27275,5685138.2700000005
SO - 0009711,2017-05-28,True Ltd,Wholesale,Product 13,9,6478.900000000001,58310.100000000006,5183.120000000001,TX,Texas,South,31.54933,-97.14667,3720639.645
SO - 0009021,2017-05-28,SHISEIDO Ltd,Export,Product 16,6,1226.1000000000001,7356.6,514.962,MN,Minnesota,Midwest,45.07246,-93.45579,2062061.144
SO - 0008380,2017-05-28,Zooveo Company,Export,Product 14,12,904.5,10854.0,443.205,VA,Virginia,South,37.55376,-77.46026,4028698.4090000005
